term_id,term_str,n,num,pos_max,p_stem,tfidf_sum
6452,crimsoned,3,0,VBD,crimson,2.1809983611296952e-05
6453,cringe,2,0,VB,cring,2.3698173270492903e-05
6454,cringes,3,0,NN,cring,3.554725990573935e-05
6455,cringing,2,0,NN,cring,1.7255407765913584e-05
6457,cripple,6,0,NN,crippl,3.964449930640386e-05
6458,crippled,20,0,VBN,crippl,6.444885748651901e-05
6460,crippling,3,0,JJ,crippl,2.7344318951299136e-05
6461,crisis,7,0,NN,crisi,3.320393393824324e-05
6462,crisp,7,0,NN,crisp,2.412309568425661e-05
6463,crisply,2,0,VB,crispli,1.884280815845039e-05
6464,crisscross,1,0,VBP,crisscross,1.2752266189273116e-05
6466,critic,2,0,NN,critic,1.541562119316068e-05
6467,critical,18,0,JJ,critic,5.0548592018948544e-05
6468,critically,1,0,JJ,critic,2.797936570907902e-05
6469,criticise,1,0,VB,criticis,1.2684738914136435e-05
6470,criticised,4,0,VBD,criticis,3.939524167365515e-05
6471,criticism,11,0,NN,critic,8.557961675865214e-05
6472,criticisms,1,0,NNS,critic,1.0371165600467903e-05
6473,critics,6,0,NNS,critic,3.381178742655731e-05
6474,critique,1,0,NN,critiqu,1.0371165600467903e-05
6475,croak,5,0,NN,croak,4.4347340536996626e-05
6476,croaked,11,0,VBD,croak,7.784806139939663e-05
6477,croakers,1,0,NN,croaker,1.2752266189273116e-05
6478,croaking,1,0,NN,croak,1.551194604840247e-05
6480,crocheting,1,0,NN,crochet,1.2752266189273116e-05
6481,crock,1,0,NN,crock,1.1849086635246452e-05
6482,crockery,12,0,NN,crockeri,2.4792034013013362e-05
6483,crone,1,0,NN,crone,1.2684738914136435e-05
6484,crones,3,0,NN,crone,2.725428258445023e-05
6485,crook,4,0,NN,crook,2.1387671083823474e-05
6486,crooked,31,0,JJ,crook,2.5331591989286027e-05
6487,crookedly,1,0,RB,crookedli,1.551194604840247e-05
6488,crookedness,2,0,NN,crooked,2.715442126556809e-05
6489,crooks,2,0,NN,crook,2.0742331200935806e-05
6490,crooning,1,0,VBG,croon,1.1849086635246452e-05
6491,crop,13,0,NN,crop,4.98348573353792e-05
6492,crope,2,0,NN,crope,3.694375074624436e-05
6493,cropped,5,0,VBD,crop,2.6426557453034933e-05
6494,cropping,1,0,VBG,crop,1.1849086635246452e-05
6495,crops,4,0,NN,crop,2.6701846356594574e-05
6496,croquet,2,0,NN,croquet,1.541562119316068e-05
6497,cross,130,0,NN,cross,0.0
6498,crossbones,2,0,NNS,crossbon,3.0967494054800804e-05
6499,crossed,99,0,VBD,cross,0.0
6500,crosses,16,0,NNS,cross,5.9385068182233325e-05
6501,crossing,23,0,VBG,cross,0.0
6502,crossings,1,0,NN,cross,1.847187537312218e-05
6503,crossroads,1,0,NNS,crossroad,2.797936570907902e-05
6504,crossstreet,1,0,NN,crossstreet,2.797936570907902e-05
6505,croth,2,0,VBN,croth,4.0711821796097986e-05
6506,crouch,1,0,VB,crouch,1.2684738914136435e-05
6507,crouched,1,0,VBD,crouch,1.2684738914136435e-05
6508,crouching,13,0,VBG,crouch,5.8202219046064845e-05
6509,crow,3,0,NN,crow,1.6463957129678345e-05
6510,crowbait,1,0,NN,crowbait,1.0371165600467903e-05
6511,crowbar,7,0,NN,crowbar,6.484986253450212e-05
6512,crowd,157,0,NN,crowd,0.0
6513,crowded,65,0,VBN,crowd,0.0
6514,crowding,15,0,VBG,crowd,2.74428293546117e-05
6515,crowds,20,0,NN,crowd,3.6712033854024764e-05
6516,crowing,1,0,VBG,crow,1.1849086635246452e-05
6517,crown,64,0,NN,crown,0.00010484373553752891
6518,crowned,20,0,VBN,crown,9.090938558665646e-05
6519,crowning,5,0,VBG,crown,1.601162276233533e-05
6520,crowns,6,0,NNS,crown,4.008139665774489e-05
6521,crows,3,0,NN,crow,2.614007954593025e-05
6523,croziers,2,0,NNS,crozier,2.0742331200935806e-05
6525,crucified,8,0,VBN,crucifi,6.705168327490289e-05
6526,crucifixes,2,0,NNS,crucifix,2.550453237854623e-05
6529,cruel,50,0,NN,cruel,4.444056243782118e-05
6530,cruelest,4,0,JJS,cruelest,2.3115365558557564e-05
6531,crueller,1,0,NN,crueller,2.0355910898048993e-05
6532,cruelly,6,0,RB,cruelli,3.498842495225648e-05
6533,cruelty,14,0,NN,cruelti,3.0125211213924813e-05
6534,cruet,1,0,NN,cruet,1.1849086635246452e-05
6535,cruise,8,0,NN,cruis,5.690028359503229e-05
6536,cruised,2,0,VBD,cruis,1.922869398239339e-05
6537,crumb,6,0,NN,crumb,2.741445182040819e-05
6538,crumble,6,0,JJ,crumbl,2.6276813461033875e-05
6539,crumbled,8,0,JJ,crumbl,1.665652350679603e-05
6540,crumbles,2,0,VBZ,crumbl,1.541562119316068e-05
6541,crumbling,19,0,VBG,crumbl,7.38509278541513e-05
6542,crumbly,1,0,JJ,crumbl,1.2752266189273116e-05
6543,crumbs,11,0,NNS,crumb,2.0499011805288844e-05
6544,crumpled,4,0,JJ,crumpl,2.8096055480051e-05
6545,crunched,1,0,VBD,crunch,1.0371165600467903e-05
6549,crunching,2,0,VBG,crunch,2.3698173270492903e-05
6550,crupper,2,0,VB,crupper,2.550453237854623e-05
6556,crush,8,0,VB,crush,2.8089564474464138e-05
6557,crushed,18,0,VBN,crush,1.7036854160174086e-05
6558,crusher,2,0,NN,crusher,2.0742331200935806e-05
6559,crushing,10,0,VBG,crush,1.9428325693667986e-05
6561,crust,14,0,NN,crust,4.408716954617362e-05
6562,crusted,1,0,VBN,crust,1.0371165600467903e-05
6563,crusts,1,0,NNS,crust,2.797936570907902e-05
6564,crusty,4,0,JJ,crusti,3.907513964391223e-05
6565,crutch,9,0,NN,crutch,6.912395843177398e-05
6566,crutched,1,0,JJ,crutch,1.1849086635246452e-05
6569,cry,152,0,NN,cri,0.0
6570,crybabies,1,0,NNS,crybabi,2.797936570907902e-05
6571,crybaby,1,0,NN,crybabi,2.797936570907902e-05
6572,cryin,1,0,NN,cryin,1.847187537312218e-05
6573,crying,76,0,VBG,cri,0.0
6574,crypt,2,0,NN,crypt,2.0742331200935806e-05
6575,crypts,1,0,NNS,crypt,1.0371165600467903e-05
6576,crystal,12,0,NN,crystal,3.714274809742185e-05
6577,crystallisation,1,0,NN,crystallis,1.551194604840247e-05
6578,crystals,4,0,NNS,crystal,2.899598767159211e-05
6580,cub,4,0,NN,cub,2.6694031219236586e-05
6581,cubby,4,0,NN,cubbi,7.388750149248872e-05
6582,cubes,1,0,NNS,cube,1.0371165600467903e-05
6583,cubs,1,0,NN,cub,1.0371165600467903e-05
6584,cuckoo,6,0,NN,cuckoo,7.65135971356387e-05
6585,cucumber,1,0,VB,cucumb,1.1849086635246452e-05
6586,cucumbers,1,0,NN,cucumb,1.1849086635246452e-05
6587,cud,1,0,NN,cud,1.551194604840247e-05
6588,cudgelling,1,0,VBG,cudgel,1.2684738914136435e-05
6589,cudn,1,0,VBP,cudn,2.0355910898048993e-05
6590,cue,1,0,NN,cue,2.0355910898048993e-05
6591,cues,3,0,NNS,cue,3.111349680140371e-05
6592,cuff,5,0,NN,cuff,3.185698754708587e-05
6593,cuffed,3,0,VBD,cuf,2.519538925835175e-05
6594,cuffing,1,0,VBG,cuf,2.797936570907902e-05
6595,cuffs,7,0,NNS,cuff,1.574625340595749e-05
6596,culinary,1,0,JJ,culinari,1.551194604840247e-05
6597,culled,3,0,VBN,cull,1.6889968108854903e-05
6598,culling,1,0,VBG,cull,1.2752266189273116e-05
6599,culminated,5,0,VBN,culmin,2.5360909864554584e-05
6600,culminates,1,0,VBZ,culmin,1.0371165600467903e-05
6601,culminating,1,0,JJ,culmin,1.551194604840247e-05
6602,culmination,2,0,NN,culmin,2.0484717665677932e-05
6603,culpability,1,0,NN,culpabl,1.551194604840247e-05
6604,culpable,1,0,JJ,culpabl,1.2752266189273116e-05
6605,culprit,4,0,NN,culprit,4.861121288626229e-05
6606,culprits,4,0,NNS,culprit,2.428970071883697e-05
6607,cultivate,3,0,VB,cultiv,2.047644890689191e-05
6608,cultivated,11,0,VBD,cultiv,4.274113470819995e-05
6609,cultivation,9,0,NN,cultiv,5.322882321023947e-05
6610,culture,3,0,NN,cultur,3.565593205841684e-05
6611,culverin,2,0,NN,culverin,1.541562119316068e-05
6612,culvert,1,0,NN,culvert,1.0371165600467903e-05
6615,cumbered,1,0,VBD,cumber,1.1849086635246452e-05
6616,cumbersome,1,0,JJ,cumbersom,1.2752266189273116e-05
6618,cunard,2,0,NN,cunard,2.550453237854623e-05
6620,cunning,23,0,VBG,cun,2.126643482098614e-05
6621,cunningly,2,0,RB,cunningli,1.884280815845039e-05
6622,cup,50,0,NN,cup,0.0
6623,cupboard,20,0,NN,cupboard,4.075045239857719e-05
6624,cupboards,2,0,NNS,cupboard,1.879778997502594e-05
6626,cupidity,2,0,NN,cupid,1.635588369958859e-05
6628,cups,10,0,NN,cup,9.280704603197463e-06
6629,cur,2,0,NN,cur,2.536947782827287e-05
6632,curb,3,0,NN,curb,2.3917131986009424e-05
6633,curbstone,4,0,NN,curbston,3.083124238632136e-05
6634,curdling,6,0,VBG,curdl,3.169306841682949e-05
6635,cure,13,0,VB,cure,3.295889523275632e-05
6636,cured,12,0,VBN,cure,5.050635413143671e-05
6637,cures,2,0,NNS,cure,2.0742331200935806e-05
6638,curing,1,0,VBG,cure,1.0371165600467903e-05
6639,curiosities,13,0,NNS,curios,6.975198055849626e-05
6640,curiosity,63,0,NN,curios,0.0
6641,curious,150,0,JJ,curiou,0.0
6642,curiousity,7,0,NN,curious,8.879317239895506e-05
6643,curiously,23,0,RB,curious,4.61635839085602e-05
6644,curl,7,0,NN,curl,3.0800596698181876e-05
6645,curled,11,0,VBD,curl,3.922662603829186e-05
6646,curling,6,0,VBG,curl,3.866138549948191e-05
6647,curls,12,0,NN,curl,3.3544514888446985e-05
6648,curly,4,0,JJ,curli,3.601275685257436e-05
6649,currant,3,0,NN,currant,2.8113365762410058e-05
6650,currency,2,0,NN,currenc,1.541562119316068e-05
6651,current,49,0,JJ,current,0.0
6652,currentless,1,0,NN,currentless,1.0371165600467903e-05
6653,currents,4,0,NNS,current,2.4511502555122062e-05
6654,currrent,1,0,NN,currrent,1.847187537312218e-05
6655,curry,1,0,NN,curri,1.847187537312218e-05
6656,curs,3,0,NN,cur,2.3827095619160516e-05
6657,curse,34,0,NN,curs,0.0
6658,cursed,13,0,JJ,curs,2.3341488671149175e-05
6659,curses,14,0,NNS,curs,3.884652578537308e-05
6660,cursing,4,0,VBG,curs,2.3797060373910782e-05
6661,cursory,2,0,JJ,cursori,1.6958003402273034e-05
6662,curtailed,1,0,VBN,curtail,1.2752266189273116e-05
6663,curtain,54,0,NN,curtain,0.0
6664,curtained,6,0,VBN,curtain,2.368644707401995e-05
6665,curtaining,1,0,VBG,curtain,1.2752266189273116e-05
6666,curtains,19,0,NNS,curtain,3.394081273417904e-05
6667,curtly,2,0,NNS,curtli,1.824068845576595e-05
6668,curtsey,12,0,NN,curtsey,0.00013727671390468342
6669,curtseyed,5,0,VBD,curtsey,6.139441652730129e-05
6670,curtseying,2,0,NN,curtsey,4.0711821796097986e-05
6671,curtseys,1,0,NNS,curtsey,1.551194604840247e-05
6672,curtsy,1,0,NN,curtsi,2.797936570907902e-05
6674,curve,10,0,NN,curv,7.002193191558901e-05
6675,curved,18,0,VBD,curv,9.376778880041433e-05
6676,curves,7,0,NNS,curv,5.633577476486759e-05
6677,curving,13,0,VBG,curv,9.940783755927601e-05
6678,cushion,3,0,NN,cushion,1.8920607374988152e-05
6679,cushioned,10,0,VBN,cushion,5.2985078637418756e-05
6680,cushions,12,0,NNS,cushion,4.5278296621979457e-05
6681,cuss,8,0,VB,cuss,7.148905485094341e-05
6682,cussed,12,0,VBD,cuss,7.561905539762551e-05
6683,cussedest,1,0,JJS,cussedest,1.847187537312218e-05
6684,cussing,15,0,NN,cuss,0.00018090568094198916
6685,custodian,3,0,NN,custodian,2.7344318951299136e-05
6686,custody,12,0,NN,custodi,3.599296127965517e-05
6687,custom,67,0,NN,custom,0.0
6688,customarily,1,0,RB,customarili,2.797936570907902e-05
6689,customary,34,0,JJ,customari,0.0
6690,customer,10,0,NN,custom,7.411788041567368e-05
6691,customers,21,0,NNS,custom,0.00015333132772832287
6692,customhouse,1,0,NN,customhous,1.0371165600467903e-05
6693,customs,28,0,NNS,custom,4.44387788916835e-05
6694,cut,190,0,NN,cut,0.0
6695,cutaway,1,0,NN,cutaway,2.0355910898048993e-05
6696,cuthenth,1,0,NN,cuthenth,1.1849086635246452e-05
6697,cutlass,2,0,NN,cutlass,2.8994207838320997e-05
6698,cutlasses,1,0,NNS,cutlass,2.0355910898048993e-05
6699,cutlers,1,0,NN,cutler,1.551194604840247e-05
6700,cutlery,1,0,NN,cutleri,1.0371165600467903e-05
6701,cutlet,1,0,NN,cutlet,1.2752266189273116e-05
6702,cutlets,5,0,NNS,cutlet,5.9245433176232256e-05
6703,cuts,4,0,VBZ,cut,3.083124238632136e-05
6704,cutter,3,0,NN,cutter,2.7344318951299136e-05
6705,cutters,1,0,NN,cutter,1.2752266189273116e-05
6706,cutthroats,1,0,NNS,cutthroat,1.847187537312218e-05
6707,cutting,35,0,VBG,cut,3.3213724798930884e-05
6708,cuttings,1,0,NNS,cut,1.0371165600467903e-05
6709,cuttry,1,0,NN,cuttri,1.2684738914136435e-05
6710,cuz,3,0,POS,cuz,4.328207763688226e-05
6711,cyclone,1,0,NN,cyclon,1.2752266189273116e-05
6712,cyclopian,1,0,JJ,cyclopian,1.0371165600467903e-05
6714,cylinder,4,0,NN,cylind,4.7285048111846015e-05
6715,cylinders,3,0,NNS,cylind,2.4104124926294486e-05
6716,cylindrical,1,0,JJ,cylindr,1.2752266189273116e-05
6717,cynical,1,0,JJ,cynic,1.2752266189273116e-05
6718,cynically,1,0,NN,cynic,1.0371165600467903e-05
6719,cynosure,1,0,NN,cynosur,1.0371165600467903e-05
6720,cypress,2,0,NN,cypress,3.694375074624436e-05
6727,da,5,0,NN,da,3.615795239409649e-05
6728,dab,3,0,NN,dab,2.1618427867110183e-05
6729,dabe,1,0,NN,dabe,1.2684738914136435e-05
6730,dabs,1,0,NN,dab,1.0371165600467903e-05
6731,dacious,1,0,JJ,daciou,1.2684738914136435e-05
6732,dad,9,0,JJ,dad,0.0001235079060200089
6733,dadblamedest,1,0,JJS,dadblamedest,1.847187537312218e-05
6737,dagger,3,0,NN,dagger,2.6497072753909282e-05
6738,daggers,2,0,VBP,dagger,1.7255407765913584e-05
6741,dah,17,0,NN,dah,0.0003140218813430771
6743,dailies,5,0,NNS,daili,6.376133094636558e-05
6744,daily,64,0,JJ,daili,5.857577908758395e-05
6745,daintiest,1,0,JJS,daintiest,1.2752266189273116e-05
6746,daintily,6,0,RB,daintili,3.8353702183010796e-05
6747,dainty,21,0,NN,dainti,4.6404828216834813e-05
6748,dairyman,1,0,NN,dairyman,1.2752266189273116e-05
6749,dale,1,0,NN,dale,1.1849086635246452e-05
6750,dallied,1,0,VBN,dalli,1.0371165600467903e-05
6751,dallying,1,0,VBG,dalli,1.0371165600467903e-05
6753,damage,12,0,NN,damag,2.4249264173535807e-05
6754,damaged,11,0,VBN,damag,2.0113477797244642e-05
6755,damages,3,0,NN,damag,1.6889968108854903e-05
6756,damaging,6,0,JJ,damag,3.456117201080621e-05
6759,damask,1,0,NN,damask,1.2752266189273116e-05
6762,damerique,1,0,NN,dameriqu,1.0371165600467903e-05
6763,dames,2,0,NNS,dame,1.541562119316068e-05
6766,damme,7,0,NN,damm,5.765306605685768e-05
6767,dammed,2,0,VBN,dam,1.7255407765913584e-05
6768,damn,8,0,NN,damn,6.18991704833892e-05
6769,damnatory,1,0,NN,damnatori,1.1849086635246452e-05
6770,damned,8,0,VBN,damn,3.682023214521506e-05
6771,damning,2,0,VBG,damn,2.0484717665677932e-05
6772,damosel,1,0,JJ,damosel,1.0371165600467903e-05
6773,damp,45,0,NN,damp,0.0
6774,damped,1,0,VBD,damp,1.2684738914136435e-05
6775,dampen,1,0,VB,dampen,1.0371165600467903e-05
6776,dampened,1,0,VB,dampen,1.0371165600467903e-05
6777,damper,1,0,NN,damper,2.797936570907902e-05
6778,damps,3,0,NN,damp,2.4104124926294486e-05
6780,dams,1,0,NNS,dam,1.2752266189273116e-05
6781,damsel,2,0,NN,damsel,1.6400901883013047e-05
6784,dance,29,0,NN,danc,2.6996934023081924e-05
6785,danced,30,0,VBD,danc,0.0
6786,dancer,5,0,NN,dancer,5.264574690927822e-05
6787,dancers,3,0,NN,dancer,2.7398828065989866e-05
6788,dances,3,0,NNS,danc,2.031674437155265e-05
6789,dancette,1,0,NN,dancett,1.847187537312218e-05
6790,dancing,32,0,VBG,danc,0.0
6791,dander,1,0,NN,dander,2.797936570907902e-05
6792,dandle,1,0,VB,dandl,1.2752266189273116e-05
6793,dandling,2,0,VBG,dandl,1.4813501490476236e-05
6794,dandy,3,0,NN,dandi,2.9317605167778943e-05
6795,dandys,1,0,RB,dandi,1.2752266189273116e-05
6796,dang,1,0,NN,dang,1.847187537312218e-05
6797,danger,116,0,NN,danger,0.0
6798,dangerous,70,0,JJ,danger,0.0
6799,dangerously,1,0,RB,danger,1.2752266189273116e-05
6800,dangers,8,0,NNS,danger,1.4823148835304946e-05
6801,dangersome,4,0,RB,dangersom,4.544526153909311e-05
6802,dangeville,2,0,NN,dangevil,2.550453237854623e-05
6803,dangle,2,0,NN,dangl,2.0771076191505746e-05
6804,dangled,9,0,VBD,dangl,3.3533033821874486e-05
6805,dangling,20,0,VBG,dangl,1.9450155037412845e-05
6807,danish,5,0,JJ,danish,3.851167476096914e-05
6809,dank,4,0,NN,dank,1.9663762912064162e-05
6811,dante,1,0,NN,dant,1.0371165600467903e-05
6813,danthe,1,0,VB,danth,2.0355910898048993e-05
6814,danthed,1,0,VBD,danth,2.0355910898048993e-05
6815,danthing,1,0,NN,danth,2.0355910898048993e-05
6816,dar,1,0,VB,dar,1.847187537312218e-05
6818,dare,74,0,VBP,dare,0.0
6819,dared,23,0,VBD,dare,2.08518968238182e-05
6820,daredevil,2,0,NN,daredevil,2.550453237854623e-05
6821,darent,1,0,VBZ,darent,1.2684738914136435e-05
6822,dares,5,0,VBZ,dare,3.3289203964896594e-05
6823,daresay,1,0,VBP,daresay,2.797936570907902e-05
6824,daring,17,0,VBG,dare,1.6451408389340654e-05
6825,dark,436,0,NN,dark,0.0
6826,darken,1,0,VB,darken,1.847187537312218e-05
6827,darkened,11,0,JJ,darken,3.514004181579e-05
6828,darkening,9,0,VBG,darken,6.295166991411653e-05
6829,darkens,1,0,VBZ,darken,1.2752266189273116e-05
6830,darker,11,0,NN,darker,3.5582166482753784e-05
6831,darkest,7,0,JJS,darkest,2.1207547012406605e-05
6832,darkies,1,0,NNS,darki,1.2684738914136435e-05
6833,darking,1,0,VBG,dark,1.847187537312218e-05
6834,darkish,1,0,JJ,darkish,1.847187537312218e-05
6835,darkly,13,0,RB,darkli,2.5182170329523405e-05
6836,darkness,112,0,NN,dark,0.0
6839,darling,28,0,NN,darl,2.8520984245313267e-05
6840,darlings,4,0,NN,darl,3.952540288965369e-05
6841,darn,1,0,VB,darn,1.1849086635246452e-05
6844,darned,2,0,JJ,darn,2.536947782827287e-05
6845,darnick,1,0,NN,darnick,1.0371165600467903e-05
6846,dart,4,0,VB,dart,2.5570915678331818e-05
6847,darted,28,0,VBD,dart,2.672544278305663e-05
6848,darting,14,0,VBG,dart,2.897697260965415e-05
6852,dash,14,0,NN,dash,2.5169895581628974e-05
6853,dashed,10,0,VBD,dash,2.865881751218307e-05
6854,dashes,5,0,NNS,dash,1.666537495170615e-05
6855,dashing,4,0,VBG,dash,3.0741206019472453e-05
6856,dasnt,16,0,VBP,dasnt,0.00021604831798521698
6857,dass,3,0,NN,dass,3.825679856781935e-05
6858,dasselbe,1,0,NN,dasselb,1.2752266189273116e-05
6859,dast,1,0,VB,dast,2.797936570907902e-05
6860,dastard,1,0,NN,dastard,2.0355910898048993e-05
6861,dastardly,2,0,RB,dastardli,2.0484717665677932e-05
6862,dat,71,0,NN,dat,0.001311503151491675
6863,date,28,0,NN,date,8.069000293043633e-05
6864,dated,10,0,VBN,date,2.865633882867308e-05
6865,dates,15,0,NN,date,2.82316440352704e-05
6866,dating,1,0,VBG,date,1.0371165600467903e-05
6868,dats,21,0,NN,dat,0.00026494458211434845
6869,daub,1,0,NN,daub,1.2684738914136435e-05
6870,daubed,3,0,VBN,daub,2.7690605724331496e-05
6872,daubs,2,0,NN,daub,2.0742331200935806e-05
6873,daughter,155,0,NN,daughter,0.0
6874,daughters,27,0,NN,daughter,2.464075888980118e-05
6876,daunted,1,0,NN,daunt,1.2684738914136435e-05
6877,dauntless,2,0,NN,dauntless,2.556702087303128e-05
6883,dawdled,1,0,VBD,dawdl,2.0355910898048993e-05
6885,dawn,38,0,NN,dawn,0.0
6886,dawned,7,0,VBD,dawn,5.226906642791599e-05
6887,dawning,5,0,VBG,dawn,3.218854502525546e-05
6888,day,1276,0,NN,day,0.0
6889,daybeforeyesterdayshortlyafterelevenoclock,1,0,NN,daybeforeyesterdayshortlyafterelevenoclock,1.2752266189273116e-05
6890,daybreak,15,0,NN,daybreak,5.6695164641300734e-05
6891,daydreams,1,0,NN,daydream,1.2684738914136435e-05
6892,daylight,79,0,NN,daylight,0.0
6893,days,481,0,NNS,day,0.0
6894,daytime,25,0,NN,daytim,0.00016276408076351827
6895,daytimes,7,0,RB,daytim,0.0001293031276118553
6896,dazed,8,0,VBN,daze,3.292799685613414e-05
6897,dazing,1,0,VBG,daze,1.0371165600467903e-05
6898,dazzled,1,0,VBN,dazzl,1.2752266189273116e-05
6899,dazzling,10,0,VBG,dazzl,3.536950558875113e-05
6900,de,310,0,FW,de,0.0
6902,dead,508,0,JJ,dead,0.0
6903,deaden,3,0,VB,deaden,2.614007954593025e-05
6904,deadened,2,0,VBD,deaden,2.14699983555303e-05
6905,deader,1,0,JJR,deader,1.0371165600467903e-05
6906,deadlier,1,0,JJR,deadlier,1.2752266189273116e-05
6907,deadly,40,0,JJ,deadli,0.0
6909,deaf,24,0,NN,deaf,2.8517934446162448e-05
6910,deafen,1,0,VB,deafen,2.797936570907902e-05
6911,deafened,2,0,VBN,deafen,1.879778997502594e-05
6912,deafening,5,0,JJ,deafen,2.6455669912165207e-05
6913,deal,198,0,NN,deal,0.0
6914,dealer,3,0,NN,dealer,3.825679856781935e-05
6915,dealers,1,0,NNS,dealer,1.2752266189273116e-05
6916,dealing,1,0,VBG,deal,1.2684738914136435e-05
6917,dealings,4,0,NNS,deal,3.241864277885817e-05
6918,dealins,1,0,NNS,dealin,2.0355910898048993e-05
6919,deals,3,0,VBZ,deal,1.9314767145317203e-05
6920,dealt,15,0,VBN,dealt,2.929896741287927e-05
6921,dean,1,0,NN,dean,1.1849086635246452e-05
6922,dear,768,0,NN,dear,0.0
6923,dearer,6,0,JJR,dearer,4.087059272026793e-05
6924,dearest,34,0,JJS,dearest,3.411810834131634e-05
6925,dearly,16,0,RB,dearli,3.0033301354185687e-05
6926,dears,9,0,NN,dear,8.122254814076032e-05
6927,deary,1,0,JJ,deari,1.847187537312218e-05
6928,death,322,0,NN,death,0.0
6929,deathbed,2,0,NN,deathb,2.710940308214364e-05
6930,deathless,2,0,NN,deathless,1.541562119316068e-05
6931,deathlike,1,0,NN,deathlik,1.2684738914136435e-05
6932,deaths,10,0,NNS,death,5.0986073775971595e-05
6933,debased,1,0,JJ,debas,1.2684738914136435e-05
6934,debate,4,0,NN,debat,2.1387671083823474e-05
6935,debated,3,0,VBN,debat,2.2507088173025162e-05
6936,debater,1,0,NN,debat,1.0371165600467903e-05
6937,debates,2,0,NN,debat,2.14699983555303e-05
6938,debating,6,0,VBG,debat,3.629208822989498e-05
6939,debauch,2,0,NN,debauch,2.0742331200935806e-05
6940,debauched,2,0,IN,debauch,2.3911904630967644e-05
6941,debauchery,2,0,NN,debaucheri,1.884280815845039e-05
6942,debauching,1,0,VBG,debauch,1.0371165600467903e-05
6943,debilitated,1,0,JJ,debilit,1.0371165600467903e-05
6944,debilitating,1,0,VBG,debilit,1.1849086635246452e-05
6946,debris,10,0,NN,debri,6.508585738880647e-05
6947,debt,19,0,NN,debt,5.775988173262757e-05
6949,debts,9,0,NNS,debt,3.754076656640174e-05
6951,debut,1,0,NN,debut,1.0371165600467903e-05
6952,decade,1,0,NN,decad,2.797936570907902e-05
6953,decadence,2,0,NN,decad,2.550453237854623e-05
6954,decades,2,0,NNS,decad,2.0742331200935806e-05
6955,decalcomania,1,0,NN,decalcomania,1.2752266189273116e-05
6956,decamped,2,0,VBD,decamp,4.0711821796097986e-05
6957,decanted,1,0,VBD,decant,1.1849086635246452e-05
6958,decanter,4,0,NN,decant,2.289049777263852e-05
6959,decanters,5,0,NNS,decant,4.00540569700815e-05
6960,decay,20,0,NN,decay,3.46396960511593e-05
6961,decayed,10,0,NN,decay,2.823672526243202e-05
6962,decaying,5,0,VBG,decay,3.385599920804223e-05
6963,decays,1,0,VBZ,decay,1.0371165600467903e-05
6965,decease,7,0,NN,deceas,2.3275461323485475e-05
6966,deceased,10,0,NN,deceas,1.8112438567796353e-05
6968,deceitful,2,0,JJ,deceit,2.2027099874790287e-05
6969,deceive,30,0,VB,deceiv,2.687017107411215e-05
6970,deceived,10,0,VBN,deceiv,2.970310868924933e-05
6971,deceiving,4,0,NN,deceiv,2.317603997760895e-05
6973,decent,13,0,JJ,decent,1.3237153850228054e-05
6974,decently,2,0,RB,decent,1.884280815845039e-05
6975,deception,8,0,NN,decept,3.331602697352239e-05
6976,deceptions,1,0,NN,decept,1.2752266189273116e-05
6977,decide,12,0,VB,decid,2.5645986801952844e-05
6978,decided,50,0,VBD,decid,0.0
6979,decidedly,18,0,RB,decidedli,7.827426571453005e-05
6980,decides,1,0,VBZ,decid,1.2752266189273116e-05
6981,deciding,1,0,VBG,decid,1.2752266189273116e-05
6982,decipher,2,0,VB,deciph,3.102389209680494e-05
6983,deciphered,1,0,VBN,deciph,2.0355910898048993e-05
6984,decision,18,0,NN,decis,5.834652397411719e-05
6985,decisions,1,0,NNS,decis,1.0371165600467903e-05
6986,decisive,3,0,JJ,decis,2.4255274789752893e-05
6987,decisively,3,0,VBD,decis,3.4451692653047954e-05
6989,deck,49,0,NN,deck,8.886493460266652e-05
6990,decked,4,0,VBN,deck,2.899598767159211e-05
6991,deckhouses,1,0,NNS,deckhous,1.0371165600467903e-05
6992,decks,19,0,NNS,deck,0.0001329554979984636
6993,declaimed,1,0,VBN,declaim,2.0355910898048993e-05
6994,declaiming,1,0,VBG,declaim,1.551194604840247e-05
6995,declamation,1,0,NN,declam,1.1849086635246452e-05
6996,declamatory,1,0,NN,declamatori,2.797936570907902e-05
6997,declaration,9,0,NN,declar,3.981282398669413e-05
6998,declarations,3,0,NNS,declar,2.5414496011697326e-05
6999,declare,14,0,VBP,declar,2.7506136623146665e-05
7000,declared,19,0,VBD,declar,3.554195392566174e-05
7001,declaring,9,0,VBG,declar,4.477458539489838e-05
7002,decline,16,0,VB,declin,6.457330865877536e-05
7003,declined,23,0,VBD,declin,2.0515880022165287e-05
7004,declines,3,0,VBZ,declin,2.545951419512178e-05
7005,declining,5,0,VBG,declin,3.0524552968216383e-05
7006,declivities,3,0,NNS,decliv,3.825679856781935e-05
7007,declivity,7,0,NN,decliv,5.633577476486759e-05
7008,decomposed,1,0,VBD,decompos,1.0371165600467903e-05
7009,decomposing,1,0,VBG,decompos,1.551194604840247e-05
7010,decomposition,4,0,NN,decomposit,2.8948077438404116e-05
7011,decorate,3,0,VB,decor,1.6889968108854903e-05
7012,decorated,13,0,VBN,decor,3.5851644444797215e-05
